0.1269198 -0.6868614 -0.5755978
-0.490035 1.487786 0.1721671
0.1314828 -0.7935289 -0.5487955
0.09013199 -0.1972138 -0.07838023
-0.2682599 0.3498639 0.6332263
0.02430412 -0.0006735001 0.5810528
-0.04659008 0.1022565 0.4791274
0.2187538 -0.09450964 0.3687455
0.2625976 -0.2540841 0.2783684
-0.07724639 0.5220001 -0.2339714
0.1574121 -1.267734 -0.4394932
-0.02900258 -0.1388168 0.009937717
0.1982204 -0.2840499 -0.06655842
-0.1844405 0.7192976 0.9220185
0.3335193 -0.8254846 -0.3900798
0.190242 -0.08033676 0.04973455
0.2451726 -0.4886949 -0.309401
-0.4047851 1.181385 -0.207964
0.04058864 0.05245497 -0.1775257
-0.1455687 0.5212655 0.3825029
0.02660571 -0.1339911 -0.2006503
-0.1000794 -0.1211251 0.2813884
-0.450968 0.8093652 1.317195
0.1948783 -0.6647725 0.3592665
0.07758472 -0.7118991 0.1480691
0.1334815 -0.5917942 0.2827722
-0.2644515 1.587142 1.065663
0.4999144 -0.5318899 0.1310664
0.05992957 -0.02422003 -0.5439267
-0.5093539 1.228751 0.2937056
0.4244809 -0.5294932 -0.153607
0.2965064 -0.6703922 -1.395743
-0.1441515 0.6916608 -0.04146086
0.07698207 0.3373942 -0.4640332
-0.08107225 0.352562 -0.03614569
0.08670443 -0.04914481 0.2435732
0.1506323 -0.6514741 -0.740853
-0.4370413 0.8084145 0.6156834
0.5352873 -0.2377683 0.9335127
0.4693359 -0.6377783 -0.7321103
0.1849996 0.116462 0.1032356
-0.01320886 -0.56824 -0.8974349
-0.230095 0.006857485 0.2552065
-0.3034776 0.7386748 0.9052599
0.06240367 -1.098917 0.1921308
0.1268053 -0.4119217 0.1642075
0.02405685 -0.2084999 0.3610756
-0.0764773 -0.3494466 0.4052761
0.4251476 -1.648932 -0.2090959
0.03778884 -0.7137574 -0.4462272
-0.03273393 0.04513729 0.194297
-0.0911728 0.6270665 0.5968509
0.05679669 -0.3081382 -0.02890029
0.09697084 -0.1051228 -0.11895
-0.1282641 0.2987179 -0.2618914
-0.1791985 0.03569359 -0.004898276
0.08963212 -0.5887752 -0.2527495
0.1503127 -1.068719 -0.8260853
-0.1303521 -0.1489928 -0.3425149
-0.3986019 1.270968 1.147377
0.02348789 0.007401233 -0.1592387
-0.245994 0.1225856 0.1735179
0.161672 -0.7314683 -0.2447789
-0.5410605 0.7081676 0.2317196
0.03373069 -0.5563998 0.0244368
0.026345 -1.121042 -0.2840235
0.1431595 0.06731497 0.3960477
-0.08685029 0.2733472 0.1731037
0.01380361 -0.5541848 0.1456453
-0.1371049 -0.223183 -0.2998141
0.05183486 -0.07528176 -0.5809305
0.05643023 0.1434781 -0.04858505
-0.2887466 0.01368628 -0.1121984
-0.1597536 0.1222713 0.5264658
0.1579438 -0.5381488 0.2997576
-0.09067037 0.1555798 0.5604371
0.3170711 -0.7753949 -0.09123198
-0.3953043 0.4367526 -0.1293394
-0.1823652 0.4785841 0.9562222
0.3295207 -0.8038556 0.411792
0.4397744 -0.7702029 -0.2415474
-0.09632758 0.8984024 0.1453537
-0.05052065 -0.6202287 -0.38388
-0.2776832 -0.3660832 -0.5249142
0.1293715 -0.7840181 -0.06379056
0.02052002 0.1427088 -0.01756054
0.3501223 -0.1125694 0.01920022
0.3493964 0.11715 0.0204615
-0.09209929 -0.01571823 0.1011518
0.2809895 -0.8834349 0.05561632
-0.3581077 0.9266411 0.5974409
-0.1254207 0.05361417 0.2070315
-0.1953737 0.3069972 0.8830278
0.08110993 -0.4537925 0.3661604
0.1073264 0.2956671 0.3094668
0.2094264 -0.2695009 -0.8426766
-0.0414139 -0.5909425 -1.070044
0.09573533 0.6843767 0.5988342
0.3337556 -1.225451 -0.4079895
-0.2540349 0.5540406 0.6780274
-0.001607632 -0.7027132 0.3836064
-0.173314 0.2580063 0.7289841
0.1452566 -1.026154 -0.07427772
-0.06594152 0.5446351 0.4612032
0.03904131 -0.9017528 -0.3189477
0.09048838 -0.3351237 -0.01819433
-0.1019066 0.3385409 0.2203392
0.1634098 -0.3352214 -0.1467578
0.1030552 -0.4400121 -0.5477403
-0.1237095 -0.4573757 -0.4651617
-0.3384844 -0.1797595 0.6364544
0.3100875 -0.2689602 0.7425367
0.6098775 -0.8404515 -0.5199805
0.1780466 -0.4387361 -0.8835303
-0.163317 0.7797601 0.03479287
0.02762518 0.2859529 -0.1445633
-0.4310433 1.221684 -0.03874869
-0.1161202 0.01793013 0.4976048
-0.0684577 0.02829558 0.5798914
0.5127055 -0.6653019 -0.1246935
0.1302083 -0.7394799 -0.8188132
-0.05797722 0.3738899 0.474032
-0.09403753 -0.325861 -0.1343735
-0.4208081 0.3876393 1.005607
0.4004669 -0.8563335 0.2242585
0.2028117 -0.5095078 -0.1797806
-0.2205808 0.2817318 -0.2708547
-0.2857513 -0.06450008 0.7924729
0.1471664 -0.1751293 1.110565
0.6469187 -1.769098 -0.2007282
0.07950679 0.2236792 0.5754801
0.4364516 -1.22206 -0.9085642
-0.02874259 -0.1686312 -0.692897
-0.3178185 0.3766655 -0.2847112
-0.3707587 1.057289 0.4529218
0.1019762 -0.008322718 0.03640437
0.08064959 -0.8834043 -0.6428486
-0.2808675 0.6137455 0.4215152
-0.04744868 -0.7183168 -0.1147722
0.1388209 -0.2668545 0.5376925
0.2376281 -0.8530126 -0.2493228
-0.4055495 0.5858112 0.4696175
-0.2397191 0.6234934 0.6472888
0.02361946 0.1624223 -0.01707205
-0.3086818 1.521975 0.2504049
-0.3398726 0.9794745 0.06476332
-0.3361251 0.638534 0.4240176
0.07238688 -0.5097547 0.3747408
0.4797181 -1.287891 -0.4028259
0.07734093 0.2984993 -0.2032117
-0.01221955 0.387901 -0.4850431
0.4330043 -0.9199396 -1.242712
-0.1044164 0.3307589 -0.2788726
-0.128258 -0.07078891 -0.3876476
-0.2003423 -0.06560223 -0.1510157
-0.09852952 0.002392087 0.1783648
-0.3430228 1.158461 0.4537876
0.006265631 0.340795 0.6673325
0.156408 -0.1431082 0.2031519
0.04776077 0.7701147 0.1067198
-0.1320841 -0.4088666 -0.185785
-0.4084614 -0.09769289 0.1821759
-0.2465994 0.7949008 1.256956
-0.09511865 -0.04805664 0.4555919
0.381514 -0.9285773 -0.3364254
0.007164658 -0.1812763 -0.5797726
-0.06876251 -0.7258425 -0.6677964
0.4048589 0.1731983 0.2321374
-0.08575858 0.6820429 -0.5070866
0.1094471 -0.1119417 -0.3165014
0.03513813 -0.03138086 0.005710588
-0.06711037 0.1684577 -0.3360394
0.04400256 -0.4558096 -0.258263
0.1323769 -0.1399041 0.2470981
-0.03604808 0.345701 0.7864527
0.02685541 0.8823871 0.1978039
-0.15489 0.6151817 -0.7167806
-0.01103356 0.148464 -0.1811183
0.04814604 0.2460345 -0.1729527
-0.8754951 2.172468 0.2977609
0.234525 -0.9775211 -0.7663751
-0.05857023 -0.05263451 -0.5742883
-0.2347762 -0.1338066 0.3772752
-0.02522269 0.3319065 0.647721
0.321174 -0.6060621 -0.7489818
-0.0927207 -0.1133506 -0.7323818
-0.3232018 -0.09968009 0.006821161
-0.2604185 0.5464558 0.8256918
0.4058687 -0.4319337 0.7242302
0.02944918 -0.1937195 0.3577646
0.6711109 -2.032436 -1.00047
0.01687487 0.5496907 -0.07769782
0.09988462 -0.1085193 -0.7103229
0.1960141 -1.198291 -0.6721148
-0.3247992 0.5884639 -0.08609447
-0.2162276 -0.07641762 0.6255533
0.1219449 -0.3368923 0.2143914
-0.1562689 -0.362786 -0.09798454
-0.05653236 -0.2947137 0.2213773
-0.09634223 -0.256203 0.4258395
0.3335223 -1.050789 0.3618167
-0.2190132 0.6965337 0.2907602
-0.2856945 0.7840683 0.8998847
0.3819797 -1.007136 -0.4827666
0.01502132 -1.121814 -0.947343
-0.2876759 0.3422418 0.2830701
0.02135685 -0.8124245 -0.964311
-0.1710126 0.5487526 0.1369017
-0.5365917 1.301404 0.9856496
0.06311944 -0.8492675 0.2086208
-0.02558378 0.3235129 0.3146444
0.321312 -1.098096 -1.515658
-0.2664025 0.7850386 -0.1501604
-0.09190172 0.1698495 -0.4250781
-0.2696993 0.8895247 -0.2921395
-0.6007045 1.068615 -0.02417008
-0.4987684 1.490422 1.717272
0.1916957 -0.4863162 0.01112968
-0.1138154 0.2205731 0.1277066
0.09375542 -0.9267361 -0.1349203
-0.2503813 0.2641575 -0.03708325
-0.04467037 -0.2063165 -0.1090056
-0.2814394 0.7586007 0.4688703
-0.02662147 0.4375307 0.4402767
0.3355111 0.0158271 0.4821928
-0.2282648 0.4460363 0.723386
-0.09196317 0.210732 0.8983194
-0.07700252 0.3767417 0.4214978
-0.04330901 0.5420789 -0.4802696
0.04062498 0.4467918 0.4515009
0.230135 -0.07253793 -0.1384895
0.05565295 -0.5232089 0.02728507
-0.1081669 0.6016445 0.6517593
0.003403215 0.3785087 0.3564179
0.1949551 0.1457179 0.299164
0.1636851 -0.0854893 -0.1459455
0.2341059 -0.2924044 -0.1485527
0.4115942 -0.5813971 -0.4404794
-0.06700936 0.6304739 -0.5821486
-0.2627943 -0.02537736 -0.2932939
0.3262607 -0.1558718 0.3045211
0.01908456 0.1380663 -0.1793937
-0.2268401 0.7757051 0.7534284
0.2338887 -0.7392975 -0.5262968
0.1105892 -0.275569 -0.6626769
-0.3443965 0.6876174 -0.2900103
-0.5467148 1.379014 0.5706847
0.3530683 -0.1549898 0.1064165
0.3223745 0.02955657 -0.2433607
0.08367274 -0.5143212 -0.3275523
